"TIPO_VIVIENDA","VALOR_VIVIENDA","PATRIMONIO","NACIONALIDAD","IMPORTE","CUOTA","INGRESOS","SALDO","EDAD","ESTADO_CIVIL","CLASE"
"Propiedad libre",275000,28500,"Español",9000,250,NA,2091,58,"Casado","SI"
"Otros",0,0,"Español",6000,167,NA,10444,50,"Casado","SI"
"Propiedad hipotecada",120000,0,"Español",2500,62,69822,414,50,"Separado","SI"
"Propiedad hipotecada",95000,12000,"Español",9000,250,28526,420,40,"Casado","SI"
"Propiedad hipotecada",300000,0,"Español",9000,250,15542,1047,48,"Casado","SI"
"Propiedad libre",275000,6000,"Español",23000,378,17681,1384,53,"Casado","SI"
"Propiedad hipotecada",90000,2000,"Español",9000,250,37692,0,56,"Soltero","SI"
"Vive con la familia",0,0,"Español",6000,189,11510,13823,23,"Soltero","SI"
"Alquiler",0,0,"Español",9000,250,52343,107228,38,"Casado","SI"
"Propiedad libre",200000,0,"Español",22000,327,NA,604,54,"Casado","SI"
"Propiedad hipotecada",250000,0,"Español",9000,250,26000,1751,52,"Casado","SI"
"Vive con la familia",0,0,"Español",5000,158,NA,-1,53,"Casado","NO"
"Vive con la familia",0,0,"Español",9000,250,14400,15857,30,"Soltero","SI"
"Vive con la familia",0,0,"Español",500,73,9780,116,26,"Soltero","NO"
"Propiedad libre",210000,0,"Español",1499,42,49984,5271,52,"Casado","SI"
"Propiedad libre",240000,0,"Español",6000,189,20046,17805,57,"Soltero","SI"
"Otros",0,0,"Extranjero",3000,95,13686,10,34,"Soltero","NO"
"Propiedad libre",150000,0,"Español",4000,99,1848,12614,65,"Soltero","SI"
"Propiedad hipotecada",255000,0,"Español",12000,250,15396,265,29,"Casado","SI"
"Propiedad hipotecada",303500,10000,"Español",19000,264,16840,260,55,"Casado","SI"
"Propiedad libre",250000,0,"Español",9000,250,63617,0,52,"Soltero","SI"
"Propiedad hipotecada",78000,0,"Español",9000,250,16484,4880,38,"Soltero","SI"
"Propiedad libre",78000,0,"Español",4000,126,8797,989,43,"Casado","SI"
"Alquiler",170000,30000,"Español",9000,250,40605,114872,51,"Casado","SI"
"Propiedad libre",270328,0,"Español",9000,250,32042,1313,56,"Soltero","SI"
"Otros",0,0,"Extranjero",27000,414,16800,-26,50,"Soltero","SI"
"Vive con la familia",0,0,"Español",12000,240,7200,11,41,"Casado","SI"
"Propiedad libre",53000,0,"Español",29000,578,15333,1204,57,"Casado","SI"
"Propiedad libre",150000,0,"Español",9000,250,46340,42241,57,"Casado","SI"
"Vive con la familia",0,0,"Extranjero",5000,158,7656,98,27,"Soltero","NO"
"Propiedad hipotecada",180000,0,"Extranjero",6000,123,11111,0,46,"Casado","SI"
"Propiedad hipotecada",2000,0,"Extranjero",4100,101,11544,25,33,"Casado","NO"
"Propiedad libre",62000,15000,"Extranjero",20000,346,13248,4240,54,"Soltero","SI"
"Propiedad hipotecada",100000,0,"Español",949,47,28015,3677,34,"Soltero","SI"
"Vive con la familia",0,0,"Español",8000,167,19729,803,25,"Soltero","SI"
"Otros",0,30000,"Español",7000,166,28186,13255,61,"Separado","SI"
"Alquiler",0,0,"Español",5000,123,23660,0,36,"Soltero","NO"
"Propiedad libre",300000,10000,"Español",15000,297,17934,1749,42,"Soltero","SI"
"Propiedad hipotecada",78000,0,"Español",6000,117,27437,3560,35,"Soltero","SI"
"Propiedad hipotecada",37000,0,"Español",1518,127,20791,479,40,"Casado","SI"
"Propiedad libre",60000,0,"Español",1320,37,4236,5526,55,"Casado","SI"
"Propiedad hipotecada",240000,0,"Español",9000,250,29597,2984,39,"Casado","SI"
"Otros",0,0,"Extranjero",950,83,NA,89,34,"Casado","NO"
"Vive con la familia",0,0,"Español",9000,250,22865,4951,33,"Soltero","SI"
"Otros",120000,0,"Español",1079,90,12438,29741,33,"Soltero","SI"
"Alquiler",0,0,"Extranjero",7000,221,25287,609,34,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,250,20165,651,32,"Soltero","SI"
"Vive con la familia",0,0,"Español",9000,185,12748,6643,34,"Soltero","SI"
"Vive con la familia",0,0,"Extranjero",1800,264,11628,145,25,"Soltero","NO"
"Propiedad hipotecada",165272,0,"Español",9000,250,28682,0,55,"Casado","SI"
"Vive con la familia",0,0,"Extranjero",2000,91,25000,1317,25,"Soltero","NO"
"Propiedad hipotecada",40000,10000,"Español",8000,158,16557,1631,40,"Casado","SI"
"Propiedad libre",96000,0,"Español",9000,250,37158,0,50,"Separado","SI"
"Propiedad hipotecada",160000,0,"Español",9000,250,26600,1933,26,"Soltero","SI"
"Vive con la familia",0,0,"Español",9000,250,19693,2960,35,"Casado","SI"
"Propiedad hipotecada",120000,60000,"Extranjero",2500,51,15772,223,30,"Casado","SI"
"Propiedad hipotecada",43704,0,"Español",7000,144,14218,5989,28,"Soltero","SI"
"Propiedad hipotecada",225000,0,"Español",9000,250,18757,2066,37,"Casado","SI"
"Otros",0,0,"Español",9000,250,34346,16347,44,"Casado","SI"
"Vive con la familia",0,0,"Español",6000,125,27750,827,77,"Casado","SI"
"Propiedad hipotecada",90000,0,"Español",9000,250,17888,5159,41,"Casado","SI"
"Propiedad hipotecada",113000,0,"Español",6000,167,29709,1042,60,"Casado","SI"
"Propiedad hipotecada",118000,0,"Español",4600,96,21800,0,41,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,250,14000,4527,28,"Soltero","SI"
"Propiedad libre",90000,0,"Español",9000,250,16929,430,68,"Soltero","SI"
"Propiedad libre",250000,0,"Español",6000,167,33600,1740,54,"Soltero","SI"
"Propiedad hipotecada",350000,0,"Español",9000,250,48029,92,49,"Casado","SI"
"Alquiler",0,0,"Español",1700,196,15337,224,31,"Soltero","NO"
"Propiedad hipotecada",240000,0,"Español",9000,250,61650,6056,36,"Casado","SI"
"Propiedad hipotecada",100668,18000,"Español",9000,250,17522,42857,60,"Casado","SI"
"Propiedad hipotecada",150000,0,"Español",9000,250,35000,9534,61,"Soltero","SI"
"Propiedad libre",190000,0,"Extranjero",9000,158,12558,113,30,"Soltero","SI"
"Propiedad hipotecada",92500,0,"Español",7500,117,14197,-44,37,"Soltero","SI"
"Propiedad hipotecada",146641,0,"Español",9000,250,38333,6273,53,"Casado","SI"
"Propiedad hipotecada",50000,0,"Español",1400,39,21302,79,NA,"Casado","SI"
"Propiedad libre",185000,0,"Español",9000,250,28584,2444,54,"Casado","SI"
"Vive con la familia",0,0,"Español",3000,95,10360,0,32,"Soltero","SI"
"Vive con la familia",0,0,"Español",2500,81,17142,305,37,"Soltero","SI"
"Propiedad hipotecada",240000,0,"Español",21000,363,14398,1988,35,"Casado","SI"
"Vive con la familia",0,0,"Español",2300,105,14240,81,43,"Soltero","NO"
"Propiedad hipotecada",166080,6000,"Español",12000,200,26201,878,43,"Soltero","SI"
"Propiedad libre",250000,0,"Español",12000,242,7657,777,51,"Casado","SI"
"Alquiler",0,0,"Español",6500,135,15900,7273,45,"Separado","SI"
"Propiedad libre",250000,0,"Español",18000,311,14661,968,55,"Casado","SI"
"Otros",0,0,"Español",9000,250,26513,15123,NA,"Soltero","SI"
"Vive con la familia",0,0,"Español",12000,234,14696,11574,46,"Soltero","SI"
"Vive con la familia",0,0,"Español",1418,39,5390,204,23,"Soltero","SI"
"Propiedad libre",240000,0,"Español",9000,250,27285,0,53,"Casado","SI"
"Vive con la familia",0,0,"Español",7300,152,24000,1815,28,"Soltero","SI"
"Propiedad libre",42000,48080,"Español",2100,78,4987,6967,71,"Soltero","SI"
"Alquiler",0,0,"Extranjero",7500,133,12419,220,32,"Soltero","SI"
"Propiedad hipotecada",125000,0,"Español",730,20,12592,2055,32,"Soltero","SI"
"Vive con la familia",0,0,"Español",1418,39,10364,131,24,"Soltero","SI"
"Vive con la familia",0,0,"Español",6000,125,5943,0,38,"Soltero","SI"
"Propiedad libre",165000,0,"Español",1099,31,15876,1739,44,"Soltero","SI"
"Propiedad hipotecada",125000,0,"Español",9000,250,17393,1202,42,"Casado","SI"
"Propiedad libre",60000,24000,"Español",8000,140,17765,924,65,"Casado","SI"
"Propiedad hipotecada",140000,60000,"Español",812,68,11294,2596,53,"Casado","SI"
"Propiedad hipotecada",25830,0,"Español",1345,37,21013,0,29,"Soltero","SI"
"Propiedad hipotecada",180000,0,"Extranjero",12000,233,NA,1137,44,"Casado","NO"
"Propiedad libre",110000,0,"Español",12000,296,25184,34,40,"Casado","SI"
"Propiedad libre",100000,100000,"Español",12000,373,11245,377,52,"Casado","SI"
"Alquiler",0,0,"Extranjero",8000,364,21370,0,44,"Soltero","NO"
"Propiedad hipotecada",120000,0,"Extranjero",1263,105,12384,497,34,"Casado","NO"
"Propiedad libre",125000,12000,"Español",6000,167,16995,2268,56,"Soltero","SI"
"Vive con la familia",0,0,"Español",21574,368,15256,1019,29,"Soltero","SI"
"Propiedad hipotecada",83100,18000,"Español",5000,84,15288,863,32,"Soltero","SI"
"Propiedad hipotecada",115500,0,"Español",1025,28,13732,7809,40,"Casado","SI"
"Vive con la familia",185712,0,"Español",9000,250,56340,13926,36,"Soltero","SI"
"Propiedad hipotecada",100000,0,"Español",4000,111,16875,98,NA,"Casado","SI"
"Propiedad libre",260000,0,"Español",10000,208,NA,0,NA,"Casado","SI"
"Propiedad libre",49500,0,"Español",7000,135,4629,1079,58,"Casado","SI"
"Propiedad hipotecada",120000,0,"Español",1382,38,13550,486,49,"Soltero","SI"
"Vive con la familia",0,0,"Español",1338,37,6531,274,22,"Soltero","SI"
"Vive con la familia",0,0,"Español",20000,410,28746,-507,36,"Separado","SI"
"Vive con la familia",0,0,"Español",4615,128,12900,0,26,"Soltero","SI"
"Propiedad libre",100000,0,"Español",9000,250,17064,23099,61,"Casado","SI"
"Otros",0,0,"Español",9000,250,16743,320,59,"Casado","SI"
"Propiedad libre",150250,0,"Español",12000,205,6487,1523,51,"Casado","SI"
"Vive con la familia",0,0,"Español",6000,189,11275,33,NA,"Soltero","NO"
"Otros",0,0,"Español",9000,250,29773,3496,59,"Soltero","SI"
"Propiedad hipotecada",35000,0,"Español",4700,96,21000,2046,35,"Soltero","SI"
"Propiedad libre",200000,0,"Español",12000,283,17829,1063,NA,"Casado","SI"
"Otros",0,0,"Español",1500,68,11091,269,46,"Separado","NO"
"Otros",0,0,"Español",12500,305,18096,-14,25,"Soltero","SI"
"Propiedad hipotecada",399000,0,"Español",9000,250,55039,6528,60,"Casado","SI"
"Propiedad hipotecada",20000,6000,"Español",3000,83,29500,1496,53,"Casado","SI"
"Vive con la familia",0,0,"Español",14000,345,8908,2858,37,"Soltero","SI"
"Propiedad hipotecada",249000,0,"Español",9000,250,52962,6528,63,"Casado","SI"
"Propiedad libre",240000,0,"Español",35500,622,25978,11976,64,"Soltero","SI"
"Otros",0,3000,"Español",7000,144,17800,194,35,"Soltero","SI"
"Otros",0,0,"Español",13000,261,11760,0,29,"Soltero","SI"
"Propiedad libre",240000,0,"Español",9000,250,9554,1297,48,"Separado","SI"
"Vive con la familia",0,0,"Español",10000,205,11150,0,27,"Soltero","SI"
"Vive con la familia",0,0,"Español",1001,28,10800,1141,21,"Soltero","SI"
"Propiedad libre",100000,25000,"Español",1098,31,15000,3047,48,"Casado","SI"
"Propiedad libre",150000,100000,"Español",3304,104,14300,8704,61,"Casado","SI"
"Alquiler",0,0,"Español",9500,234,16517,66,68,"Soltero","SI"
"Propiedad hipotecada",240000,0,"Español",9000,250,20652,1920,NA,"Soltero","SI"
"Propiedad libre",66000,0,"Español",6000,148,17716,162,44,"Casado","SI"
"Propiedad libre",95000,0,"Español",9000,250,19412,1876,54,"Casado","SI"
"Propiedad hipotecada",186461,0,"Español",1228,102,41111,3463,46,"Casado","SI"
"Otros",54995,0,"Extranjero",4000,126,NA,967,22,"Soltero","NO"
"Alquiler",0,0,"Español",669,11,14400,9008,27,"Soltero","SI"
"Propiedad hipotecada",246745,0,"Español",6550,161,8541,3133,39,"Casado","SI"
"Propiedad hipotecada",160000,100000,"Español",9000,250,32139,20931,42,"Casado","SI"
"Vive con la familia",0,0,"Español",1345,37,0,60,21,"Soltero","SI"
"Propiedad hipotecada",34527,0,"Español",9000,250,21144,303,45,"Casado","SI"
"Propiedad libre",90000,45000,"Español",6000,167,27715,1295,53,"Casado","SI"
"Vive con la familia",0,0,"Español",20000,399,13255,8821,22,"Soltero","SI"
"Propiedad hipotecada",180000,0,"Español",9000,250,15837,1147,43,"Casado","SI"
"Propiedad libre",300000,0,"Español",9000,250,29078,65,55,"Casado","SI"
"Propiedad libre",54091,0,"Español",6000,123,7452,261,49,"Separado","SI"
"Propiedad hipotecada",108182,0,"Español",1293,36,18000,0,32,"Casado","SI"
"Alquiler",0,0,"Español",9000,250,19150,62,43,"Soltero","SI"
"Otros",0,15000,"Español",600,50,10704,182,46,"Casado","SI"
"Propiedad hipotecada",7813,0,"Español",9000,250,15543,7038,36,"Casado","SI"
"Propiedad libre",180000,0,"Español",9000,250,17968,1546,47,"Soltero","SI"
"Vive con la familia",0,0,"Español",1156,32,NA,2232,30,"Soltero","SI"
"Propiedad hipotecada",35000,0,"Español",25325,431,12364,593,31,"Casado","SI"
"Propiedad libre",190000,0,"Español",9000,250,18600,11076,59,"Casado","SI"
"Alquiler",0,0,"Extranjero",880,24,8487,-5,40,"Casado","SI"
"Otros",0,0,"Español",9000,250,58002,0,36,"Casado","SI"
"Propiedad libre",150000,0,"Español",36000,535,20562,17231,77,"Casado","SI"
"Propiedad hipotecada",36000,0,"Extranjero",10600,217,15414,1254,31,"Soltero","SI"
"Propiedad hipotecada",180000,0,"Español",3000,136,22176,9,45,"Casado","NO"
"Propiedad hipotecada",129661,15000,"Español",9000,250,40905,19853,39,"Casado","SI"
"Propiedad hipotecada",50000,0,"Español",9000,250,21851,0,28,"Soltero","SI"
"Propiedad libre",235000,25000,"Español",9000,250,26526,1323,50,"Casado","SI"
"Propiedad hipotecada",125000,12000,"Español",1105,31,18043,1218,49,"Soltero","SI"
"Propiedad libre",90000,0,"Español",13000,267,24865,865,52,"Soltero","SI"
"Propiedad hipotecada",150000,0,"Español",3300,105,13560,281,24,"Soltero","SI"
"Propiedad hipotecada",130000,6000,"Español",14000,271,11412,9757,41,"Casado","SI"
"Vive con la familia",0,0,"Español",6500,133,16570,264,30,"Soltero","SI"
"Propiedad libre",96000,0,"Español",6000,167,16589,873,61,"Separado","SI"
"Alquiler",0,0,"Extranjero",2000,63,13491,-44,44,"Soltero","SI"
"Propiedad hipotecada",100000,0,"Español",4000,126,17988,1868,35,"Soltero","SI"
"Otros",16068,610,"Español",1432,40,14924,61,45,"Separado","SI"
"Propiedad hipotecada",210000,110000,"Español",5000,154,17653,772,52,"Casado","SI"
"Propiedad hipotecada",25106,0,"Español",4700,96,12076,6833,53,"Soltero","SI"
"Propiedad hipotecada",137500,0,"Español",1100,92,4571,1240,40,"Casado","SI"
"Propiedad libre",200000,0,"Español",20000,356,50896,4141,61,"Soltero","SI"
"Propiedad libre",90000,24040,"Español",9000,250,25328,1260,60,"Casado","SI"
"Vive con la familia",0,0,"Español",1994,55,9800,0,NA,"Soltero","SI"
"Propiedad libre",182500,6000,"Español",15000,295,15847,2925,51,"Casado","SI"
"Propiedad hipotecada",104948,0,"Español",9000,222,16797,49223,36,"Soltero","SI"
"Vive con la familia",0,0,"Español",10000,246,12180,2376,25,"Soltero","SI"
"Propiedad hipotecada",108000,0,"Español",9000,250,15470,240,47,"Casado","SI"
"Propiedad libre",180000,0,"Español",9000,250,31600,64983,59,"Soltero","SI"
"Propiedad hipotecada",46000,0,"Español",3500,86,23690,5484,44,"Soltero","SI"
"Propiedad hipotecada",300000,0,"Español",12000,299,16760,1098,46,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,250,19566,1016,35,"Soltero","SI"
"Vive con la familia",0,0,"Español",9000,250,18615,5301,29,"Soltero","SI"
"Propiedad libre",75000,6000,"Español",507,14,15317,2825,51,"Casado","SI"
"Propiedad hipotecada",150000,0,"Español",9000,250,30184,1953,NA,"Soltero","SI"
"Propiedad libre",120000,0,"Español",6000,273,15120,4466,67,"Soltero","NO"
"Alquiler",0,0,"Extranjero",15000,304,18683,3110,57,"Soltero","SI"
"Propiedad libre",125000,0,"Español",1000,28,15840,379,54,"Casado","SI"
"Propiedad hipotecada",59500,5000,"Español",3500,97,14375,4102,42,"Casado","SI"
"Propiedad hipotecada",172000,5000,"Español",947,26,15880,3159,46,"Soltero","SI"
"Vive con la familia",0,0,"Español",1236,34,11315,0,31,"Soltero","SI"
"Propiedad libre",60000,0,"Español",22400,444,14170,2565,46,"Casado","SI"
"Propiedad hipotecada",50000,0,"Español",9000,250,12363,1365,41,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,250,22465,0,45,"Soltero","SI"
"Propiedad hipotecada",140000,0,"Español",5000,89,49792,64,48,"Soltero","SI"
"Propiedad libre",150000,0,"Español",3000,53,4399,-55,70,"Casado","SI"
"Otros",0,0,"Español",9000,250,23444,3289,46,"Casado","SI"
"Propiedad hipotecada",200000,0,"Español",6000,120,12700,14321,37,"Casado","SI"
"Propiedad libre",50000,0,"Español",3000,94,NA,522,48,"Casado","SI"
"Propiedad hipotecada",177400,18000,"Español",9000,250,354,195,44,"Casado","SI"
"Propiedad hipotecada",240000,0,"Español",9000,250,29704,20343,35,"Soltero","SI"
"Vive con la familia",0,0,"Español",12000,333,16000,31486,39,"Soltero","SI"
"Vive con la familia",0,0,"Español",11000,306,24000,1714,30,"Soltero","SI"
"Vive con la familia",0,0,"Español",1143,32,12628,0,20,"Soltero","SI"
"Propiedad libre",120000,0,"Español",8000,197,10003,1594,60,"Separado","SI"
"Propiedad hipotecada",120000,0,"Español",991,83,23900,30,57,"Casado","SI"
"Vive con la familia",0,0,"Extranjero",1600,44,8057,679,24,"Soltero","SI"
"Otros",0,0,"Español",1006,84,11925,6264,55,"Casado","SI"
"Propiedad hipotecada",107604,0,"Español",1265,35,16980,13778,31,"Soltero","SI"
"Propiedad libre",160000,0,"Español",11000,268,12000,1038,61,"Soltero","SI"
"Alquiler",0,0,"Español",1500,47,7400,-77,76,"Soltero","SI"
"Propiedad libre",180000,293000,"Español",18000,369,45453,0,NA,"Casado","SI"
"Propiedad hipotecada",100000,0,"Español",4500,92,17569,-245,34,"Casado","SI"
"Vive con la familia",0,0,"Español",12000,296,NA,0,30,"Soltero","SI"
"Propiedad hipotecada",150000,90000,"Español",6000,123,24455,4329,46,"Soltero","SI"
"Vive con la familia",0,0,"Español",3000,95,11746,4,22,"Soltero","NO"
"Propiedad hipotecada",107000,0,"Extranjero",966,81,14079,6106,54,"Soltero","SI"
"Propiedad hipotecada",160000,0,"Extranjero",7000,223,12734,190,45,"Casado","SI"
"Propiedad libre",245000,0,"Español",9000,250,21090,89919,62,"Casado","SI"
"Propiedad libre",300000,0,"Español",9000,250,59800,1383,49,"Casado","SI"
"Propiedad hipotecada",60000,0,"Español",9000,250,22968,4971,36,"Soltero","SI"
"Propiedad hipotecada",280000,0,"Español",9000,250,NA,5220,36,"Soltero","SI"
"Propiedad hipotecada",90000,0,"Español",6000,167,14539,17658,62,"Soltero","SI"
"Propiedad libre",219369,0,"Español",6000,167,21607,9408,63,"Soltero","SI"
"Propiedad hipotecada",210000,35000,"Español",9000,250,22330,454,37,"Casado","SI"
"Vive con la familia",0,0,"Español",8000,157,33835,10972,32,"Soltero","SI"
"Vive con la familia",0,0,"Español",9000,250,9298,4389,44,"Casado","SI"
"Propiedad libre",75000,0,"Español",4000,70,7708,9355,54,"Soltero","SI"
"Propiedad hipotecada",1000,0,"Español",9000,250,21045,405,52,"Separado","SI"
"Alquiler",0,0,"Español",4000,182,12000,-122,29,"Soltero","NO"
"Alquiler",0,0,"Extranjero",3000,95,8400,53,33,"Casado","SI"
"Propiedad hipotecada",164000,0,"Español",9000,250,27480,5268,47,"Separado","SI"
"Alquiler",0,0,"Español",8300,170,4399,26,40,"Casado","SI"
"Propiedad libre",105000,6000,"Español",9000,250,14623,0,64,"Casado","SI"
"Propiedad hipotecada",106963,0,"Español",806,22,16975,13154,45,"Separado","SI"
"Propiedad libre",100000,0,"Español",13000,319,38382,0,53,"Casado","SI"
"Propiedad hipotecada",160000,0,"Extranjero",6000,148,11200,0,36,"Soltero","SI"
"Propiedad libre",150000,0,"Español",9000,250,27933,0,58,"Separado","SI"
"Propiedad libre",120000,186301,"Español",612,17,29781,0,40,"Separado","SI"
"Vive con la familia",0,0,"Español",12000,379,17844,0,27,"Soltero","SI"
"Propiedad libre",120000,0,"Español",15000,308,24757,0,57,"Casado","SI"
"Propiedad hipotecada",304000,24000,"Español",5000,139,21840,0,38,"Casado","SI"
"Otros",0,0,"Extranjero",10619,218,12086,0,32,"Separado","SI"
"Propiedad hipotecada",106121,0,"Español",6000,167,25775,0,38,"Soltero","SI"
"Propiedad libre",150000,0,"Español",830,23,9264,0,50,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,250,13957,0,62,"Soltero","SI"
"Vive con la familia",0,629214,"Español",33660,691,14925,0,56,"Soltero","SI"
"Vive con la familia",0,0,"Español",4000,95,9544,0,23,"Soltero","SI"
"Vive con la familia",0,0,"Español",1000,28,13440,0,21,"Soltero","SI"
"Propiedad libre",80000,0,"Español",720,60,8397,0,43,"Soltero","SI"
"Vive con la familia",0,0,"Español",3000,83,13857,13697,45,"Soltero","SI"
"Alquiler",0,0,"Extranjero",15000,269,14498,0,40,"Casado","NO"
"Alquiler",0,0,"Extranjero",500,44,14000,0,47,"Soltero","NO"
"Otros",0,0,"Español",12000,183,17890,0,34,"Casado","SI"
"Propiedad libre",80000,0,"Español",9000,250,29400,0,48,"Casado","SI"
"Propiedad hipotecada",195891,109000,"Español",9000,250,29882,0,53,"Soltero","SI"
"Propiedad hipotecada",31500,0,"Español",12000,213,21600,0,31,"Soltero","SI"
"Propiedad libre",200000,0,"Español",9000,250,32541,0,62,"Soltero","SI"
"Propiedad libre",180000,0,"Español",20000,618,34729,0,59,"Casado","SI"
"Vive con la familia",0,0,"Español",2500,148,16900,0,45,"Soltero","NO"
"Propiedad hipotecada",105000,7500,"Español",9000,250,17079,0,33,"Casado","SI"
"Propiedad libre",295000,0,"Español",9000,250,38690,0,54,"Casado","SI"
"Otros",0,0,"Extranjero",3000,63,300,0,39,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,250,19440,0,34,"Soltero","SI"
"Propiedad hipotecada",200000,0,"Español",1163,32,20231,0,31,"Soltero","SI"
"Propiedad libre",80000,0,"Español",9000,250,54642,0,50,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,250,33036,0,43,"Soltero","SI"
"Propiedad hipotecada",220000,0,"Español",495,14,26360,0,36,"Casado","SI"
"Vive con la familia",0,0,"Español",5000,123,15611,0,46,"Soltero","NO"
"Otros",0,0,"Español",9000,250,16175,0,33,"Soltero","SI"
"Propiedad hipotecada",180000,0,"Español",559,16,16510,0,48,"Casado","SI"
"Vive con la familia",0,0,"Español",7000,168,26170,0,30,"Soltero","SI"
"Otros",0,0,"Español",6000,95,NA,0,50,"Soltero","SI"
"Propiedad hipotecada",80000,35000,"Español",9000,250,16008,0,69,"Casado","SI"
"Propiedad libre",65000,0,"Español",9000,250,16650,0,43,"Casado","SI"
"Propiedad libre",240000,0,"Español",867,24,NA,0,47,"Casado","SI"
"Propiedad libre",325000,0,"Español",9000,300,45716,0,60,"Casado","SI"
"Propiedad hipotecada",174000,0,"Español",8000,164,30125,0,61,"Casado","SI"
"Propiedad libre",180000,0,"Español",9000,250,22400,0,54,"Casado","SI"
"Vive con la familia",0,0,"Español",11000,226,11271,0,21,"Soltero","SI"
"Alquiler",0,0,"Español",2800,166,12000,0,46,"Separado","NO"
"Vive con la familia",0,0,"Español",790,22,14000,0,24,"Soltero","SI"
"Propiedad libre",120000,0,"Español",12000,292,36519,0,65,"Casado","SI"
"Propiedad hipotecada",90000,0,"Español",9000,250,12922,0,51,"Soltero","SI"
"Vive con la familia",0,0,"Español",3000,62,4492,0,33,"Soltero","SI"
"Propiedad hipotecada",369000,0,"Español",9000,250,21787,0,46,"Soltero","SI"
"Propiedad hipotecada",30000,0,"Español",9000,250,34999,0,50,"Casado","SI"
"Propiedad hipotecada",151126,0,"Español",1226,102,28643,0,31,"Soltero","SI"
"Vive con la familia",205000,16000,"Español",1345,37,16520,0,29,"Soltero","SI"
"Vive con la familia",0,0,"Español",655,55,6700,0,41,"Soltero","SI"
"Propiedad libre",180000,0,"Español",9000,250,40740,0,50,"Casado","SI"
"Vive con la familia",0,0,"Español",809,22,10845,0,34,"Soltero","SI"
"Vive con la familia",0,0,"Español",6000,148,13688,0,24,"Soltero","SI"
"Propiedad libre",90000,0,"Español",517,43,13593,0,58,"Casado","SI"
"Propiedad libre",210000,30000,"Español",9000,250,21022,0,53,"Soltero","SI"
"Vive con la familia",0,15000,"Español",18000,281,21585,0,52,"Casado","SI"
"Propiedad hipotecada",23567,8106,"Español",19000,390,6895,0,63,"Casado","NO"
"Propiedad hipotecada",92500,0,"Español",9000,250,12190,0,57,"Casado","SI"
"Vive con la familia",0,0,"Español",4600,145,4517,0,34,"Separado","SI"
"Propiedad libre",75000,13522,"Español",9000,250,15843,0,49,"Casado","SI"
"Propiedad hipotecada",82000,0,"Extranjero",10000,318,14083,0,30,"Casado","SI"
"Propiedad libre",75000,0,"Español",9000,250,27486,0,53,"Casado","SI"
"Propiedad hipotecada",96973,0,"Español",9000,158,12011,0,47,"Soltero","SI"
"Propiedad hipotecada",60000,15000,"Español",7000,144,33378,0,59,"Casado","SI"
"Propiedad hipotecada",52500,15000,"Español",7000,218,14484,0,31,"Soltero","SI"
"Propiedad libre",240000,0,"Español",6000,167,16767,0,64,"Soltero","SI"
"Propiedad libre",36060,6000,"Español",9000,250,15643,0,53,"Casado","SI"
"Propiedad libre",90000,15000,"Español",12000,545,22818,0,60,"Separado","NO"
"Propiedad hipotecada",12018,0,"Extranjero",5000,103,12633,0,35,"Casado","SI"
"Propiedad hipotecada",35000,0,"Extranjero",2000,41,24754,0,41,"Casado","SI"
"Propiedad hipotecada",90000,0,"Español",18000,431,28323,0,42,"Soltero","SI"
"Propiedad hipotecada",120000,0,"Español",849,71,32876,0,36,"Casado","SI"
"Propiedad libre",120000,0,"Español",8000,222,19470,0,50,"Separado","SI"
"Propiedad libre",300000,0,"Español",9000,250,17530,0,54,"Casado","SI"
"Propiedad libre",85000,0,"Español",10000,202,14719,0,69,"Casado","SI"
"Propiedad hipotecada",162273,0,"Español",9000,250,26765,0,38,"Casado","SI"
"Propiedad hipotecada",100000,0,"Español",9000,250,36283,0,54,"Casado","SI"
"Alquiler",0,0,"Extranjero",7000,223,4957,0,37,"Soltero","SI"
"Propiedad hipotecada",180000,0,"Español",9000,250,9182,0,68,"Casado","SI"
"Alquiler",0,0,"Español",12000,190,13394,0,42,"Casado","SI"
"Propiedad libre",105000,0,"Español",9000,250,26360,0,52,"Casado","SI"
"Propiedad hipotecada",300000,0,"Español",1099,31,29552,0,45,"Casado","SI"
"Propiedad libre",60000,0,"Español",9000,250,21683,0,55,"Casado","SI"
"Propiedad libre",27000,18030,"Español",3000,62,9222,0,77,"Casado","SI"
"Vive con la familia",0,0,"Español",1309,36,6145,0,20,"Soltero","SI"
"Propiedad hipotecada",22500,0,"Español",4000,97,11978,0,70,"Casado","SI"
"Propiedad libre",130000,0,"Español",10000,205,9616,0,62,"Casado","SI"
"Vive con la familia",0,0,"Español",1309,36,0,0,20,"Soltero","SI"
"Alquiler",0,0,"Español",1453,40,11465,0,30,"Soltero","SI"
"Propiedad hipotecada",120000,0,"Español",12000,285,27074,0,58,"Casado","SI"
"Vive con la familia",0,0,"Español",9000,250,25511,0,31,"Soltero","SI"
"Propiedad libre",1280000,0,"Español",9000,250,91979,0,54,"Separado","SI"
